Hid,StreetType,Zip,Precinct,PrecinctSub,District,CityArea,isApt,cHid,nVoters,nAff,nPAVs,nDEMs,nREPs,nNPPs,nVScorePos,nVScore,nVScorePct,E34_nVotesPos,E34_nVotes,E34_nVotesPct,E56_nVotesPos,E56_nVotes,E56_nVotesPct,E78_nVotesPos,E78_nVotes,E78_nVotesPct,E12_nVotesPos,E12_nVotes,E12_nVotesPct,E14_nVotesPos,E14_nVotes,E14_nVotesPct,E16_nVotesPos,E16_nVotes,E16_nVotesPct,Eap_nVotesPos,Eap_nVotes,Eap_nVotesPct,Eag_nVotesPos,Eag_nVotes,Eag_nVotesPct,E1_nVotesPos,E1_nVotes,E1_nVotesPct,E2_nVotesPos,E2_nVotes,E2_nVotesPct,E3_nVotesPos,E3_nVotes,E3_nVotesPct,E4_nVotesPos,E4_nVotes,E4_nVotesPct,E5_nVotesPos,E5_nVotes,E5_nVotesPct,E6_nVotesPos,E6_nVotes,E6_nVotesPct,PartiesInHH,mostAffls,mixedAffls,allAff,uniformAff
5355,CMN,94536,835300,0,3,Downtown / BART,False,5355,2,1,2,0,1,1,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,REP NPP,REP,False,False,False
5356,ST,94536,835200,0,3,Centerville,True,5356,1,1,0,1,0,0,7.3007,4.3005,0.5890531044968291,0,0,-1.0,1,1,1.0,3,2,0.6666666666666666,0,0,-1.0,1,1,1.0,2,1,0.5,1,0,0.0,2,2,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
5357,DR,94538,832900,0,3,Centerville,False,5357,2,2,1,2,0,0,18.307,11.0063,0.6012071885071284,2,2,1.0,5,4,0.8,9,6,0.6666666666666666,2,2,1.0,3,2,0.6666666666666666,4,2,0.5,4,3,0.75,5,3,0.6,1,1,1.0,1,1,1.0,1,1,1.0,2,1,0.5,2,1,0.5,2,1,0.5,DEM DEM,DEM,False,True,True
5358,DR,94538,832610,2,3,Centerville,True,5358,1,0,1,0,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP,NPP,False,False,True
5359,CMN,94538,835310,0,3,Downtown / BART,False,5359,1,1,1,0,1,0,5.5003,0.0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,1,0,0.0,1,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,REP,REP,False,True,True
5360,DR,94538,832900,0,3,Centerville,False,5360,4,2,4,2,0,2,34.5158,15.508399999999998,0.44931306821803346,5,4,0.8,11,4,0.36363636363636365,18,8,0.4444444444444444,5,4,0.8,6,0,0.0,7,4,0.5714285714285714,8,1,0.125,10,7,0.7,2,1,0.5,3,3,1.0,3,0,0.0,3,0,0.0,3,0,0.0,4,4,1.0,DEM NPP NPP DEM,DEM,False,False,False
5361,ST,94538,832800,0,3,Centerville,False,5361,1,1,1,0,1,0,11.0063,1.5016,0.13643095318135978,2,1,0.5,4,1,0.25,6,1,0.16666666666666666,2,1,0.5,2,0,0.0,2,0,0.0,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,REP,REP,False,True,True
5362,BLVD,94538,832700,2,3,Centerville,True,5362,2,0,0,0,0,2,22.0126,18.0092,0.8181314338151786,4,3,0.75,8,7,0.875,12,10,0.8333333333333334,4,3,0.75,4,4,1.0,4,3,0.75,6,4,0.6666666666666666,6,6,1.0,2,1,0.5,2,2,1.0,2,2,1.0,2,2,1.0,2,1,0.5,2,2,1.0,NPP NPP,NPP,False,False,True
5363,BLVD,94536,832110,0,3,Centerville,False,5363,1,1,1,1,0,0,11.0063,5.506,0.5002589426055987,2,2,1.0,4,4,1.0,6,4,0.6666666666666666,2,2,1.0,2,2,1.0,2,0,0.0,3,2,0.6666666666666666,3,2,0.6666666666666666,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
5364,AVE,94538,832400,0,3,Centerville,False,5364,2,0,2,0,0,2,22.0126,12.4114,0.5638316237064227,4,4,1.0,8,6,0.75,12,8,0.6666666666666666,4,4,1.0,4,2,0.5,4,2,0.5,6,4,0.6666666666666666,6,4,0.6666666666666666,2,2,1.0,2,2,1.0,2,2,1.0,2,0,0.0,2,0,0.0,2,2,1.0,NPP NPP,NPP,False,False,True
5365,DR,94538,832900,0,3,Centerville,False,5365,3,1,2,1,0,2,23.5095,2.5001,0.10634424381632958,3,0,0.0,7,0,0.0,12,1,0.08333333333333333,3,0,0.0,4,0,0.0,5,1,0.2,5,0,0.0,7,1,0.14285714285714285,1,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,1,0.3333333333333333,NPP DEM NPP,DEM,False,False,False
5366,CMN,94536,835100,0,3,Centerville,True,5366,2,1,2,1,0,1,22.0126,11.505700000000001,0.5226870065326223,4,2,0.5,8,6,0.75,12,7,0.5833333333333334,4,2,0.5,4,4,1.0,4,1,0.25,6,2,0.3333333333333333,6,5,0.8333333333333334,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,0,0.0,2,1,0.5,DEM NPP,DEM,False,False,False
5367,WAY,94536,832400,0,3,Centerville,False,5367,2,1,0,1,0,1,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,NPP DEM,DEM,False,False,False
5368,BLVD,94538,835310,0,3,Downtown / BART,True,5368,1,0,0,0,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
5369,CT,94536,835100,0,3,Centerville,False,5369,4,2,3,2,0,2,24.506999999999998,7.500300000000001,0.30604725180560666,2,0,0.0,4,0,0.0,11,3,0.2727272727272727,2,0,0.0,2,0,0.0,7,3,0.42857142857142855,5,0,0.0,6,3,0.5,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,3,0,0.0,4,3,0.75,DEM NPP NPP DEM,DEM,False,False,False
5370,AVE,94536,835040,0,3,Downtown / BART,False,5370,4,3,1,3,0,1,37.516,34.214,0.9119842200661051,5,4,0.8,11,9,0.8181818181818182,19,17,0.8947368421052632,5,4,0.8,6,5,0.8333333333333334,8,8,1.0,9,9,1.0,10,8,0.8,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,3,2,0.6666666666666666,4,4,1.0,4,4,1.0,DEM DEM NPP DEM,DEM,False,False,False
5371,ST,94536,835400,0,3,Downtown / BART,True,5371,1,1,1,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
5372,AVE,94536,832400,0,3,Centerville,False,5372,2,1,2,0,1,1,16.5066,6.501799999999999,0.393890928477094,2,1,0.5,4,1,0.25,8,3,0.375,2,1,0.5,2,0,0.0,4,2,0.5,4,0,0.0,4,3,0.75,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,2,0,0.0,2,2,1.0,NPP REP,REP,False,False,False
5373,CMN,94536,835100,0,3,Centerville,False,5373,1,0,1,0,0,1,11.0063,2.5001,0.2271517221954699,2,0,0.0,4,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,1,0.5,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
5374,DR,94536,835300,0,3,Downtown / BART,True,5374,2,2,2,2,0,0,22.0126,9.0036,0.4090202883802913,4,2,0.5,8,2,0.25,12,4,0.3333333333333333,4,2,0.5,4,0,0.0,4,2,0.5,6,2,0.3333333333333333,6,2,0.3333333333333333,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,2,1.0,2,0,0.0,DEM DEM,DEM,False,True,True
5375,CT,94536,831730,0,3,Downtown / BART,False,5375,3,0,3,0,0,3,27.5129,12.5079,0.4546194694125301,4,3,0.75,8,5,0.625,14,7,0.5,4,3,0.75,4,2,0.5,6,2,0.3333333333333333,7,3,0.42857142857142855,7,4,0.5714285714285714,2,1,0.5,2,2,1.0,2,1,0.5,2,1,0.5,3,1,0.3333333333333333,3,1,0.3333333333333333,NPP NPP NPP,NPP,False,False,True
5376,PL/TER,94536,835500,0,3,Downtown / BART,False,5376,2,2,0,2,0,0,5.0002,5.0002,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,DEM DEM,DEM,False,True,True
5377,WAY,94538,832900,0,3,Centerville,False,5377,1,0,0,0,0,1,11.0063,4.3005,0.3907307632901157,2,0,0.0,4,1,0.25,6,2,0.3333333333333333,2,0,0.0,2,1,0.5,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
5378,PL/TER,94536,835500,0,3,Downtown / BART,False,5378,2,2,2,2,0,0,16.5066,13.505400000000002,0.8181818181818183,2,2,1.0,4,2,0.5,8,6,0.75,2,2,1.0,2,0,0.0,4,4,1.0,4,3,0.75,4,3,0.75,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
5379,CT,94538,832600,1,3,Centerville,False,5379,1,0,0,0,0,1,10.0031,1.5016,0.15011346482590399,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
5380,ST,94536,832210,2,3,Centerville,True,5380,1,1,1,1,0,0,5.5003,3.0002,0.5454611566641819,0,0,-1.0,0,0,-1.0,2,1,0.5,0,0,-1.0,0,0,-1.0,2,1,0.5,1,1,1.0,1,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,1,0,0.0,DEM,DEM,False,True,True
5381,CT,94536,831730,0,3,Downtown / BART,False,5381,4,3,2,3,0,1,44.0252,11.0006,0.24987052869720072,8,0,0.0,16,0,0.0,24,4,0.16666666666666666,8,0,0.0,8,0,0.0,8,4,0.5,12,2,0.16666666666666666,12,2,0.16666666666666666,4,0,0.0,4,0,0.0,4,0,0.0,4,0,0.0,4,2,0.5,4,2,0.5,NPP DEM DEM DEM,DEM,False,False,False
5382,PL/TER,94538,832910,0,3,Centerville,False,5382,2,2,2,0,2,0,22.0126,14.0058,0.6362628676303572,4,2,0.5,8,6,0.75,12,8,0.6666666666666666,4,2,0.5,4,4,1.0,4,2,0.5,6,2,0.3333333333333333,6,6,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,0,0.0,2,2,1.0,REP REP,REP,False,True,True
5383,CT,94538,832620,1,3,Centerville,False,5383,3,3,2,3,0,0,33.0189,14.0038,0.4241146737171741,6,2,0.3333333333333333,12,2,0.16666666666666666,18,6,0.3333333333333333,6,2,0.3333333333333333,6,0,0.0,6,4,0.6666666666666666,9,2,0.2222222222222222,9,4,0.4444444444444444,3,0,0.0,3,2,0.6666666666666666,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,3,2,0.6666666666666666,DEM DEM DEM,DEM,False,True,True
5384,BLVD,94536,835100,0,3,Centerville,True,5384,1,1,0,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
5385,ST,94536,835100,0,3,Centerville,False,5385,1,1,1,1,0,0,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
5386,AVE,94538,832710,0,3,Centerville,False,5386,3,3,3,3,0,0,27.5129,18.0082,0.6545365991952866,4,3,0.75,8,5,0.625,14,9,0.6428571428571429,4,3,0.75,4,2,0.5,6,4,0.6666666666666666,7,4,0.5714285714285714,7,5,0.7142857142857143,2,1,0.5,2,2,1.0,2,1,0.5,2,1,0.5,3,2,0.6666666666666666,3,2,0.6666666666666666,DEM DEM DEM,DEM,False,True,True
5387,CT,94536,835040,0,3,Downtown / BART,False,5387,2,2,2,2,0,0,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
5388,AVE,94538,832600,1,3,Centerville,False,5388,2,2,2,2,0,0,22.0126,12.804,0.5816668635236183,4,2,0.5,8,3,0.375,12,6,0.5,4,2,0.5,4,1,0.25,4,3,0.75,6,1,0.16666666666666666,6,5,0.8333333333333334,2,0,0.0,2,2,1.0,2,0,0.0,2,1,0.5,2,1,0.5,2,2,1.0,DEM DEM,DEM,False,True,True
5389,ST,94536,835300,0,3,Downtown / BART,True,5389,1,0,1,0,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP,NPP,False,False,True
5390,DR,94538,832620,2,3,Centerville,True,5390,1,0,1,0,0,1,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,NPP,NPP,False,False,True
5391,OTH,94538,832600,1,3,Centerville,False,5391,3,2,2,2,0,1,33.0189,14.0095,0.4242873021209065,6,4,0.6666666666666666,12,6,0.5,18,8,0.4444444444444444,6,4,0.6666666666666666,6,2,0.3333333333333333,6,2,0.3333333333333333,9,3,0.3333333333333333,9,5,0.5555555555555556,3,1,0.3333333333333333,3,3,1.0,3,1,0.3333333333333333,3,1,0.3333333333333333,3,1,0.3333333333333333,3,1,0.3333333333333333,DEM NPP DEM,DEM,False,False,False
5392,BLVD,94538,832700,2,3,Centerville,True,5392,2,0,1,0,0,2,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP NPP,NPP,False,False,True
5393,ST,94538,832800,0,3,Centerville,False,5393,3,3,2,3,0,0,33.0189,9.504999999999999,0.2878654346450063,6,3,0.5,12,3,0.25,18,5,0.2777777777777778,6,3,0.5,6,0,0.0,6,2,0.3333333333333333,9,0,0.0,9,5,0.5555555555555556,3,0,0.0,3,3,1.0,3,0,0.0,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,DEM DEM DEM,DEM,False,True,True
5394,OTH,94536,832400,0,3,Centerville,True,5394,1,1,0,1,0,0,11.0063,2.5001,0.2271517221954699,2,0,0.0,4,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,1,0.5,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
5395,WAY,94536,832400,0,3,Centerville,False,5395,1,1,0,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
5396,ST,94538,832800,0,3,Centerville,False,5396,2,1,2,0,1,1,22.0126,11.307099999999998,0.513664901011239,4,3,0.75,8,4,0.5,12,6,0.5,4,3,0.75,4,1,0.25,4,2,0.5,6,2,0.3333333333333333,6,4,0.6666666666666666,2,1,0.5,2,2,1.0,2,0,0.0,2,1,0.5,2,1,0.5,2,1,0.5,NPP REP,REP,False,False,False
5397,PL/TER,94536,835500,0,3,Downtown / BART,False,5397,1,1,1,1,0,0,11.0063,8.0061,0.7274106648010685,2,2,1.0,4,4,1.0,6,5,0.8333333333333334,2,2,1.0,2,2,1.0,2,1,0.5,3,2,0.6666666666666666,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
5398,DR,94536,835300,0,3,Downtown / BART,True,5398,1,1,1,1,0,0,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,DEM,DEM,False,True,True
5399,WAY,94536,832210,2,3,Centerville,False,5399,4,4,3,4,0,0,44.0252,9.504999999999999,0.21589907598375474,8,3,0.375,16,3,0.1875,24,5,0.20833333333333334,8,3,0.375,8,0,0.0,8,2,0.25,12,0,0.0,12,5,0.4166666666666667,4,0,0.0,4,3,0.75,4,0,0.0,4,0,0.0,4,0,0.0,4,2,0.5,DEM DEM DEM DEM,DEM,False,True,True
5400,OTH,94538,832600,1,3,Centerville,False,5400,1,1,1,1,0,0,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
5401,CT,94536,835500,0,3,Downtown / BART,False,5401,2,1,0,0,1,1,22.0126,19.611,0.8908988488411184,4,4,1.0,8,6,0.75,12,10,0.8333333333333334,4,4,1.0,4,2,0.5,4,4,1.0,6,4,0.6666666666666666,6,6,1.0,2,2,1.0,2,2,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,REP NPP,REP,False,False,False
5402,OTH,94538,832710,0,3,Centerville,False,5402,2,1,0,1,0,1,13.5064,0.0,0.0,2,0,0.0,4,0,0.0,7,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,4,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,2,0,0.0,NPP DEM,DEM,False,False,False
5403,CT,94536,835400,0,3,Downtown / BART,False,5403,4,4,3,2,1,0,33.0142,27.809000000000005,0.8423345106045278,4,3,0.75,10,6,0.6,17,13,0.7647058823529411,4,3,0.75,6,3,0.5,7,7,1.0,8,5,0.625,9,8,0.8888888888888888,2,1,0.5,2,2,1.0,3,1,0.3333333333333333,3,2,0.6666666666666666,3,3,1.0,4,4,1.0,AI DEM REP DEM,TIE,True,True,False
5404,ST,94538,832800,0,3,Centerville,False,5404,3,2,1,1,0,1,24.5127,10.503499999999999,0.4284921693652678,4,2,0.5,8,2,0.25,13,5,0.38461538461538464,4,2,0.5,4,0,0.0,5,3,0.6,6,0,0.0,7,5,0.7142857142857143,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,3,3,1.0,REF DEM NPP,TIE,True,False,False
5405,DR,94538,832900,0,3,Centerville,False,5405,2,1,2,0,0,1,22.0126,8.8023,0.3998755258352035,4,1,0.25,8,2,0.25,12,4,0.3333333333333333,4,1,0.25,4,1,0.25,4,2,0.5,6,1,0.16666666666666666,6,3,0.5,2,0,0.0,2,1,0.5,2,0,0.0,2,1,0.5,2,1,0.5,2,1,0.5,AI NPP,AI,False,False,False
5406,OTH,94538,832710,0,3,Centerville,False,5406,6,5,3,5,0,1,44.0252,23.1049,0.5248107901838038,8,2,0.25,16,4,0.25,24,10,0.4166666666666667,8,2,0.25,8,2,0.25,8,6,0.75,12,3,0.25,12,7,0.5833333333333334,4,0,0.0,4,2,0.5,4,0,0.0,4,2,0.5,4,3,0.75,4,3,0.75,DEM DEM NPP DEM DEM DEM,DEM,False,False,False
5407,CMN,94538,835310,0,3,Downtown / BART,False,5407,1,1,1,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
5408,CT,94536,835500,0,3,Downtown / BART,False,5408,2,2,1,2,0,0,22.0126,8.5062,0.38642413890226507,4,2,0.5,8,4,0.5,12,5,0.4166666666666667,4,2,0.5,4,2,0.5,4,1,0.25,6,3,0.5,6,2,0.3333333333333333,2,1,0.5,2,1,0.5,2,1,0.5,2,1,0.5,2,1,0.5,2,0,0.0,DEM DEM,DEM,False,True,True
5409,AVE,94536,835500,0,3,Downtown / BART,True,5409,1,1,1,1,0,0,5.5003,2.5001,0.45453884333581807,0,0,-1.0,0,0,-1.0,2,1,0.5,0,0,-1.0,0,0,-1.0,2,1,0.5,1,0,0.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
5410,BLVD,94538,835310,0,3,Downtown / BART,True,5410,2,0,2,0,0,2,22.0126,8.0034,0.3635826753768296,4,2,0.5,8,2,0.25,12,4,0.3333333333333333,4,2,0.5,4,0,0.0,4,2,0.5,6,0,0.0,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,NPP NPP,NPP,False,False,True
5411,BLVD,94538,835310,0,3,Downtown / BART,True,5411,1,1,1,1,0,0,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
5412,DR,94536,835300,0,3,Downtown / BART,True,5412,1,1,1,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
5413,AVE,94538,832710,0,3,Centerville,False,5413,4,1,0,1,0,3,43.02199999999999,33.0199,0.7675119706196831,7,6,0.8571428571428571,15,14,0.9333333333333333,23,19,0.8260869565217391,7,6,0.8571428571428571,8,8,1.0,8,5,0.625,11,9,0.8181818181818182,12,10,0.8333333333333334,3,3,1.0,4,3,0.75,4,4,1.0,4,4,1.0,4,2,0.5,4,3,0.75,NPP NPP DEM NPP,DEM,False,False,False
5414,WAY,94536,835410,0,3,Downtown / BART,False,5414,3,1,3,0,0,2,30.5141,21.8056,0.7146073454566905,4,2,0.5,10,5,0.5,16,10,0.625,4,2,0.5,6,3,0.5,6,5,0.8333333333333334,8,4,0.5,8,6,0.75,2,0,0.0,2,2,1.0,3,1,0.3333333333333333,3,2,0.6666666666666666,3,3,1.0,3,2,0.6666666666666666,NPP MIS NPP,MIS,False,False,False
5415,CMN,94538,835310,0,3,Downtown / BART,False,5415,2,2,2,2,0,0,22.0126,12.804,0.5816668635236183,4,2,0.5,8,3,0.375,12,6,0.5,4,2,0.5,4,1,0.25,4,3,0.75,6,1,0.16666666666666666,6,5,0.8333333333333334,2,0,0.0,2,2,1.0,2,0,0.0,2,1,0.5,2,1,0.5,2,2,1.0,DEM DEM,DEM,False,True,True
5416,BLVD,94538,832700,2,3,Centerville,True,5416,2,0,0,0,0,2,2.5001,0.0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,0,0,-1.0,1,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,NPP NPP,NPP,False,False,True
5417,CMN,94538,832610,1,3,Centerville,False,5417,2,0,2,0,0,2,9.8008,0.0,0.0,0,0,-1.0,1,0,0.0,4,0,0.0,0,0,-1.0,1,0,0.0,3,0,0.0,1,0,0.0,3,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,2,0,0.0,NPP NPP,NPP,False,False,True
5418,BLVD,94536,835100,0,3,Centerville,True,5418,1,1,0,1,0,0,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,DEM,DEM,False,True,True
5419,ST,94536,835300,0,3,Downtown / BART,True,5419,1,0,1,0,0,1,11.0063,5.8021,0.5271617164714755,2,1,0.5,4,2,0.5,6,3,0.5,2,1,0.5,2,1,0.5,2,1,0.5,3,0,0.0,3,3,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
5420,CMN,94536,835100,0,3,Centerville,False,5420,2,1,1,1,0,1,22.0126,15.804200000000002,0.7179615311230841,4,2,0.5,8,3,0.375,12,7,0.5833333333333334,4,2,0.5,4,1,0.25,4,4,1.0,6,2,0.3333333333333333,6,5,0.8333333333333334,2,0,0.0,2,2,1.0,2,0,0.0,2,1,0.5,2,2,1.0,2,2,1.0,NPP DEM,DEM,False,False,False
5421,BLVD,94538,835310,0,3,Downtown / BART,True,5421,1,1,0,1,0,0,11.0063,1.5016,0.13643095318135978,2,1,0.5,4,1,0.25,6,1,0.16666666666666666,2,1,0.5,2,0,0.0,2,0,0.0,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
5422,DR,94536,835400,0,3,Downtown / BART,False,5422,2,2,2,2,0,0,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
