Hid,StreetType,Zip,Precinct,PrecinctSub,District,CityArea,isApt,cHid,nVoters,nAff,nPAVs,nDEMs,nREPs,nNPPs,nVScorePos,nVScore,nVScorePct,E34_nVotesPos,E34_nVotes,E34_nVotesPct,E56_nVotesPos,E56_nVotes,E56_nVotesPct,E78_nVotesPos,E78_nVotes,E78_nVotesPct,E12_nVotesPos,E12_nVotes,E12_nVotesPct,E14_nVotesPos,E14_nVotes,E14_nVotesPct,E16_nVotesPos,E16_nVotes,E16_nVotesPct,Eap_nVotesPos,Eap_nVotes,Eap_nVotesPct,Eag_nVotesPos,Eag_nVotes,Eag_nVotesPct,E1_nVotesPos,E1_nVotes,E1_nVotesPct,E2_nVotesPos,E2_nVotes,E2_nVotesPct,E3_nVotesPos,E3_nVotes,E3_nVotesPct,E4_nVotesPos,E4_nVotes,E4_nVotesPct,E5_nVotesPos,E5_nVotes,E5_nVotesPct,E6_nVotesPos,E6_nVotes,E6_nVotesPct,PartiesInHH,mostAffls,mixedAffls,allAff,uniformAff
861,BLVD,94538,835310,0,3,Downtown / BART,True,861,1,1,1,1,0,0,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,DEM,DEM,False,True,True
862,BLVD,94538,835310,0,3,Downtown / BART,True,862,1,1,1,0,0,0,2.5001,0.0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,0,0,-1.0,1,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,GRN,GRN,False,True,True
863,CT,94536,835000,0,3,Downtown / BART,False,863,2,2,2,2,0,0,13.5064,9.2059,0.681595391814251,2,2,1.0,4,3,0.75,7,5,0.7142857142857143,2,2,1.0,2,1,0.5,3,2,0.6666666666666666,3,3,1.0,4,2,0.5,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,2,1,0.5,DEM DEM,DEM,False,True,True
864,ST,94536,835300,0,3,Downtown / BART,True,864,1,1,0,1,0,0,5.5003,0.0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,1,0,0.0,1,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
865,WAY,94538,832600,1,3,Centerville,True,865,2,2,2,0,2,0,22.0126,10.1026,0.4589462398807956,4,1,0.25,8,3,0.375,12,5,0.4166666666666667,4,1,0.25,4,2,0.5,4,2,0.5,6,0,0.0,6,5,0.8333333333333334,2,0,0.0,2,1,0.5,2,0,0.0,2,2,1.0,2,0,0.0,2,2,1.0,REP REP,REP,False,True,True
866,PL/TER,94538,832910,0,3,Centerville,False,866,2,1,2,0,0,1,22.0126,14.0048,0.6362174391030592,4,2,0.5,8,4,0.5,12,7,0.5833333333333334,4,2,0.5,4,2,0.5,4,3,0.75,6,2,0.3333333333333333,6,5,0.8333333333333334,2,0,0.0,2,2,1.0,2,1,0.5,2,1,0.5,2,1,0.5,2,2,1.0,NPP AI,AI,False,False,False
867,PL/TER,94536,835000,0,3,Downtown / BART,False,867,3,3,3,3,0,0,32.015699999999995,18.5056,0.5780164106985012,5,3,0.6,11,3,0.2727272727272727,17,8,0.47058823529411764,5,3,0.6,6,0,0.0,6,5,0.8333333333333334,8,3,0.375,9,5,0.5555555555555556,2,0,0.0,3,3,1.0,3,0,0.0,3,0,0.0,3,3,1.0,3,2,0.6666666666666666,DEM DEM DEM,DEM,False,True,True
868,AVE,94536,832110,0,3,Centerville,False,868,3,2,2,2,0,1,22.0126,20.2122,0.9182104794526771,4,4,1.0,8,7,0.875,12,11,0.9166666666666666,4,4,1.0,4,3,0.75,4,4,1.0,6,6,1.0,6,5,0.8333333333333334,2,2,1.0,2,2,1.0,2,2,1.0,2,1,0.5,2,2,1.0,2,2,1.0,NPP DEM DEM,DEM,False,False,False
869,PL/TER,94538,832910,0,3,Centerville,False,869,2,2,0,1,1,0,16.5066,5.0002,0.30292125574012824,2,0,0.0,4,0,0.0,8,2,0.25,2,0,0.0,2,0,0.0,4,2,0.5,4,0,0.0,4,2,0.5,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,2,0,0.0,2,2,1.0,DEM REP,TIE,True,True,False
870,AVE,94536,835200,0,3,Centerville,True,870,1,1,0,1,0,0,11.0063,8.0051,0.7273198077464725,2,2,1.0,4,2,0.5,6,4,0.6666666666666666,2,2,1.0,2,0,0.0,2,2,1.0,3,2,0.6666666666666666,3,2,0.6666666666666666,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
871,OTH,94538,832900,0,3,Centerville,False,871,2,1,0,1,0,1,22.0126,8.0034,0.3635826753768296,4,2,0.5,8,2,0.25,12,4,0.3333333333333333,4,2,0.5,4,0,0.0,4,2,0.5,6,0,0.0,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,DEM NPP,DEM,False,False,False
872,PL/TER,94536,835100,0,3,Centerville,True,872,1,1,0,1,0,0,5.5003,5.5003,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,1,1,1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
873,DR,94538,832800,0,3,Centerville,False,873,1,1,0,1,0,0,11.0063,10.0031,0.9088522028292887,2,1,0.5,4,3,0.75,6,5,0.8333333333333334,2,1,0.5,2,2,1.0,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
874,AVE,94538,835300,0,3,Downtown / BART,False,874,7,6,6,5,1,1,67.5347,22.0129,0.3259494748625521,11,6,0.5454545454545454,23,8,0.34782608695652173,36,12,0.3333333333333333,11,6,0.5454545454545454,12,2,0.16666666666666666,13,4,0.3076923076923077,17,3,0.17647058823529413,19,9,0.47368421052631576,5,1,0.2,6,5,0.8333333333333334,6,1,0.16666666666666666,6,1,0.16666666666666666,6,1,0.16666666666666666,7,3,0.42857142857142855,REP DEM NPP DEM DEM DEM DEM,REP,True,False,False
875,CMN,94536,835100,0,3,Centerville,True,875,1,1,0,1,0,0,11.0063,2.5001,0.2271517221954699,2,0,0.0,4,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,1,0.5,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
876,BLVD,94536,832210,1,3,Centerville,True,876,1,1,1,1,0,0,5.5003,5.5003,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,1,1,1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
877,PL/TER,94538,832910,0,3,Centerville,False,877,1,1,0,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
878,AVE,94538,835310,0,3,Downtown / BART,True,878,1,1,1,0,1,0,11.0063,10.0031,0.9088522028292887,2,1,0.5,4,3,0.75,6,5,0.8333333333333334,2,1,0.5,2,2,1.0,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,REP,REP,False,True,True
879,DR,94536,835300,0,3,Downtown / BART,True,879,1,1,1,0,1,0,11.0063,9.8055,0.8908988488411184,2,2,1.0,4,3,0.75,6,5,0.8333333333333334,2,2,1.0,2,1,0.5,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,REP,REP,False,True,True
880,AVE,94538,832210,2,3,Centerville,False,880,2,1,0,1,0,1,22.0126,8.0034,0.3635826753768296,4,2,0.5,8,2,0.25,12,4,0.3333333333333333,4,2,0.5,4,0,0.0,4,2,0.5,6,0,0.0,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,NPP DEM,DEM,False,False,False
881,DR,94538,832900,0,3,Centerville,False,881,1,1,1,1,0,0,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
882,CMN,94536,835100,0,3,Centerville,False,882,2,2,0,1,1,0,16.5066,15.305800000000001,0.9272533410878074,2,2,1.0,4,3,0.75,8,7,0.875,2,2,1.0,2,1,0.5,4,4,1.0,4,3,0.75,4,4,1.0,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,2,2,1.0,2,2,1.0,DEM REP,TIE,True,True,False
883,WAY,94536,832400,0,3,Centerville,False,883,4,3,4,0,3,1,33.0142,30.2106,0.915078966020682,4,3,0.75,10,8,0.8,17,15,0.8823529411764706,4,3,0.75,6,5,0.8333333333333334,7,7,1.0,8,7,0.875,9,8,0.8888888888888888,2,1,0.5,2,2,1.0,3,3,1.0,3,2,0.6666666666666666,3,3,1.0,4,4,1.0,REP NPP REP REP,REP,False,False,False
884,WAY,94538,832600,1,3,Centerville,False,884,2,2,2,0,2,0,22.0126,14.0038,0.6361720105757612,4,2,0.5,8,2,0.25,12,6,0.5,4,2,0.5,4,0,0.0,4,4,1.0,6,2,0.3333333333333333,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,2,1.0,2,2,1.0,REP REP,REP,False,True,True
885,PL/TER,94536,835410,0,3,Downtown / BART,False,885,2,2,2,1,1,0,22.0126,20.0062,0.9088522028292887,4,2,0.5,8,6,0.75,12,10,0.8333333333333334,4,2,0.5,4,4,1.0,4,4,1.0,6,4,0.6666666666666666,6,6,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,REP DEM,TIE,True,True,False
886,DR,94536,835400,0,3,Downtown / BART,False,886,4,3,2,3,0,1,34.813599999999994,28.8132,0.827642070914815,4,4,1.0,9,9,1.0,17,15,0.8823529411764706,4,4,1.0,5,5,1.0,8,6,0.75,8,6,0.75,9,9,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,4,2,0.5,4,4,1.0,DEM DEM DEM NPP,DEM,False,False,False
887,PL/TER,94538,835420,0,3,Downtown / BART,False,887,1,0,0,0,0,1,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,5,0,0.0,2,0,0.0,2,0,0.0,1,0,0.0,2,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,0,0,-1.0,1,0,0.0,NPP,NPP,False,False,True
888,DR,94536,832400,0,3,Centerville,False,888,2,1,2,1,0,1,22.0126,17.8106,0.8091093282937954,4,4,1.0,8,5,0.625,12,9,0.75,4,4,1.0,4,1,0.25,4,4,1.0,6,4,0.6666666666666666,6,5,0.8333333333333334,2,2,1.0,2,2,1.0,2,0,0.0,2,1,0.5,2,2,1.0,2,2,1.0,DEM NPP,DEM,False,False,False
889,OTH,94538,832600,1,3,Centerville,False,889,1,1,0,1,0,0,11.0063,2.5001,0.2271517221954699,2,0,0.0,4,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,1,0.5,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
890,DR,94536,832400,0,3,Centerville,False,890,2,2,2,0,2,0,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,REP REP,REP,False,True,True
891,AVE,94536,835040,0,3,Downtown / BART,False,891,5,5,0,5,0,0,47.0207,29.3049,0.6232340224624474,6,2,0.3333333333333333,14,3,0.21428571428571427,24,12,0.5,6,2,0.3333333333333333,8,1,0.125,10,9,0.9,12,4,0.3333333333333333,12,8,0.6666666666666666,3,0,0.0,3,2,0.6666666666666666,4,0,0.0,4,1,0.25,5,4,0.8,5,5,1.0,DEM DEM DEM DEM DEM,DEM,False,True,True
892,AVE,94538,835310,0,3,Downtown / BART,True,892,1,0,1,0,0,1,7.3007,4.8006,0.6575533852918214,0,0,-1.0,1,1,1.0,3,2,0.6666666666666666,0,0,-1.0,1,1,1.0,2,1,0.5,1,1,1.0,2,1,0.5,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,1,1,1.0,1,0,0.0,NPP,NPP,False,False,True
893,ST,94536,832210,1,3,Centerville,True,893,2,1,2,1,0,1,8.5015,0.0,0.0,0,0,-1.0,2,0,0.0,4,0,0.0,0,0,-1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP DEM,DEM,False,False,False
894,BLVD,94536,835500,0,3,Downtown / BART,False,894,3,3,3,3,0,0,24.5127,14.0038,0.5712875366646677,4,2,0.5,8,2,0.25,13,6,0.46153846153846156,4,2,0.5,4,0,0.0,5,4,0.8,6,2,0.3333333333333333,7,4,0.5714285714285714,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,2,1.0,3,2,0.6666666666666666,DEM DEM DEM,DEM,False,True,True
895,OTH,94538,832600,1,3,Centerville,False,895,2,2,0,2,0,0,8.0004,5.0002,0.6249937503124844,0,0,-1.0,0,0,-1.0,3,2,0.6666666666666666,0,0,-1.0,0,0,-1.0,3,2,0.6666666666666666,1,0,0.0,2,2,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,2,2,1.0,DEM DEM,DEM,False,True,True
896,DR,94538,832620,1,3,Centerville,False,896,2,1,0,1,0,1,22.0126,16.103,0.7315355750797272,4,1,0.25,8,3,0.375,12,7,0.5833333333333334,4,1,0.25,4,2,0.5,4,4,1.0,6,2,0.3333333333333333,6,5,0.8333333333333334,2,0,0.0,2,1,0.5,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,NPP DEM,DEM,False,False,False
897,DR,94538,832900,0,3,Centerville,False,897,1,1,1,1,0,0,11.0063,8.8023,0.799751051670407,2,1,0.5,4,2,0.5,6,4,0.6666666666666666,2,1,0.5,2,1,0.5,2,2,1.0,3,1,0.3333333333333333,3,3,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
898,CMN,94536,835100,0,3,Centerville,False,898,1,0,1,0,0,1,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,NPP,NPP,False,False,True
899,OTH,94536,835010,0,3,Centerville,False,899,2,1,2,1,0,1,22.0126,14.0058,0.6362628676303572,4,2,0.5,8,6,0.75,12,8,0.6666666666666666,4,2,0.5,4,4,1.0,4,2,0.5,6,2,0.3333333333333333,6,6,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,0,0.0,2,2,1.0,NPP DEM,DEM,False,False,False
900,DR,94538,832620,1,3,Centerville,False,900,6,6,5,5,0,0,51.022400000000005,38.409000000000006,0.752787011195083,7,4,0.5714285714285714,15,7,0.4666666666666667,26,17,0.6538461538461539,7,4,0.5714285714285714,8,3,0.375,11,10,0.9090909090909091,12,4,0.3333333333333333,14,13,0.9285714285714286,3,0,0.0,4,4,1.0,4,0,0.0,4,3,0.75,5,4,0.8,6,6,1.0,DEM DEM DEM DEM DEM PF,DEM,True,True,False
901,CT,94538,832900,0,3,Centerville,False,901,3,2,3,1,1,1,22.0126,11.0006,0.49974105739440144,4,0,0.0,8,0,0.0,12,4,0.3333333333333333,4,0,0.0,4,0,0.0,4,4,1.0,6,2,0.3333333333333333,6,2,0.3333333333333333,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,2,2,1.0,REP NPP DEM,TIE,True,False,False
902,CT,94536,835410,0,3,Downtown / BART,False,902,3,3,1,0,3,0,33.0189,26.0143,0.7878608917922765,6,5,0.8333333333333334,12,9,0.75,18,14,0.7777777777777778,6,5,0.8333333333333334,6,4,0.6666666666666666,6,5,0.8333333333333334,9,6,0.6666666666666666,9,8,0.8888888888888888,3,2,0.6666666666666666,3,3,1.0,3,2,0.6666666666666666,3,2,0.6666666666666666,3,2,0.6666666666666666,3,3,1.0,REP REP REP,REP,False,True,True
903,CMN,94538,832610,1,3,Centerville,False,903,3,3,3,3,0,0,33.0189,12.0105,0.36374621807510243,6,3,0.5,12,7,0.5833333333333334,18,8,0.4444444444444444,6,3,0.5,6,4,0.6666666666666666,6,1,0.16666666666666666,9,4,0.4444444444444444,9,4,0.4444444444444444,3,2,0.6666666666666666,3,1,0.3333333333333333,3,2,0.6666666666666666,3,2,0.6666666666666666,3,0,0.0,3,1,0.3333333333333333,DEM DEM DEM,DEM,False,True,True
904,AVE,94538,835310,0,3,Downtown / BART,True,904,1,1,1,1,0,0,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,DEM,DEM,False,True,True
905,CT,94538,832800,0,3,Centerville,False,905,4,3,3,1,1,1,27.507199999999997,5.0002,0.1817778617961843,2,0,0.0,4,0,0.0,12,2,0.16666666666666666,2,0,0.0,2,0,0.0,8,2,0.25,6,0,0.0,6,2,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,4,0,0.0,4,2,0.5,NPP REP LIB DEM,TIE,True,False,False
906,OTH,94536,835000,0,3,Downtown / BART,True,906,1,0,0,0,0,1,10.0031,0.0,0.0,1,0,0.0,3,0,0.0,5,0,0.0,1,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,0,0,-1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
907,CMN,94536,835300,0,3,Downtown / BART,False,907,2,1,0,1,0,1,20.0062,14.0038,0.6999730083674062,2,2,1.0,6,2,0.3333333333333333,10,6,0.6,2,2,1.0,4,0,0.0,4,4,1.0,4,2,0.5,6,4,0.6666666666666666,0,0,-1.0,2,2,1.0,2,0,0.0,2,0,0.0,2,2,1.0,2,2,1.0,DEM NPP,DEM,False,False,False
908,CMN,94538,835310,0,3,Downtown / BART,False,908,2,1,2,1,0,1,11.0006,5.0002,0.45453884333581807,0,0,-1.0,0,0,-1.0,4,2,0.5,0,0,-1.0,0,0,-1.0,4,2,0.5,2,0,0.0,2,2,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,2,0,0.0,2,2,1.0,DEM NPP,DEM,False,False,False
909,PL/TER,94538,832910,0,3,Centerville,False,909,2,2,0,2,0,0,22.0126,17.8116,0.8091547568210934,4,4,1.0,8,7,0.875,12,10,0.8333333333333334,4,4,1.0,4,3,0.75,4,3,0.75,6,4,0.6666666666666666,6,6,1.0,2,2,1.0,2,2,1.0,2,1,0.5,2,2,1.0,2,1,0.5,2,2,1.0,DEM DEM,DEM,False,True,True
910,PL/TER,94538,832610,2,3,Centerville,False,910,1,1,1,0,1,0,5.5003,5.5003,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,1,1,1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,1,1,1.0,REP,REP,False,True,True
911,DR,94536,832400,0,3,Centerville,False,911,1,1,1,0,1,0,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,REP,REP,False,True,True
912,DR,94536,835400,0,3,Downtown / BART,True,912,1,0,0,0,0,1,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
913,ST,94536,835000,0,3,Downtown / BART,True,913,1,1,1,1,0,0,11.0063,10.0031,0.9088522028292887,2,1,0.5,4,3,0.75,6,5,0.8333333333333334,2,1,0.5,2,2,1.0,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
914,PL/TER,94536,835100,0,3,Centerville,False,914,1,1,1,1,0,0,11.0063,5.5003,0.49974105739440144,2,0,0.0,4,0,0.0,6,2,0.3333333333333333,2,0,0.0,2,0,0.0,2,2,1.0,3,1,0.3333333333333333,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
915,AVE,94538,832800,0,3,Centerville,False,915,1,0,0,0,0,1,8.5015,0.0,0.0,0,0,-1.0,2,0,0.0,4,0,0.0,0,0,-1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
916,OTH,94538,832600,1,3,Centerville,False,916,6,5,3,3,0,1,48.0222,18.8057,0.3916042996780656,7,3,0.42857142857142855,15,4,0.26666666666666666,25,9,0.36,7,3,0.42857142857142855,8,1,0.125,10,5,0.5,11,0,0.0,14,9,0.6428571428571429,3,0,0.0,4,3,0.75,4,0,0.0,4,1,0.25,4,0,0.0,6,5,0.8333333333333334,DEM NPP AI DEM AI DEM,DEM,True,False,False
917,OTH,94536,835200,0,3,Centerville,True,917,1,0,1,0,0,1,11.0063,10.0031,0.9088522028292887,2,1,0.5,4,3,0.75,6,5,0.8333333333333334,2,1,0.5,2,2,1.0,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,NPP,NPP,False,False,True
918,OTH,94536,835400,0,3,Downtown / BART,False,918,2,1,1,1,0,1,22.0126,4.0017,0.1817913376884148,4,1,0.25,8,1,0.125,12,2,0.16666666666666666,4,1,0.25,4,0,0.0,4,1,0.25,6,0,0.0,6,2,0.3333333333333333,2,0,0.0,2,1,0.5,2,0,0.0,2,0,0.0,2,0,0.0,2,1,0.5,NPP DEM,DEM,False,False,False
919,WAY,94536,832210,2,3,Centerville,False,919,1,1,0,1,0,0,11.0063,7.0019,0.6361720105757612,2,1,0.5,4,1,0.25,6,3,0.5,2,1,0.5,2,0,0.0,2,2,1.0,3,1,0.3333333333333333,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
920,CT,94536,835040,0,3,Downtown / BART,False,920,5,3,4,3,0,2,46.5253,27.5065,0.5912159620679501,8,2,0.25,16,6,0.375,25,13,0.52,8,2,0.25,8,4,0.5,9,7,0.7777777777777778,12,4,0.3333333333333333,13,9,0.6923076923076923,4,0,0.0,4,2,0.5,4,2,0.5,4,2,0.5,4,2,0.5,5,5,1.0,DEM DEM NPP NPP DEM,DEM,False,False,False
921,WAY,94536,835420,0,3,Downtown / BART,True,921,1,0,0,0,0,1,11.0063,1.5016,0.13643095318135978,2,1,0.5,4,1,0.25,6,1,0.16666666666666666,2,1,0.5,2,0,0.0,2,0,0.0,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
922,ST,94536,835000,0,3,Downtown / BART,True,922,1,1,1,1,0,0,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,DEM,DEM,False,True,True
923,CMN,94538,835310,0,3,Downtown / BART,False,923,1,0,0,0,0,1,8.5015,2.5001,0.29407751573251784,0,0,-1.0,2,0,0.0,4,1,0.25,0,0,-1.0,2,0,0.0,2,1,0.5,2,0,0.0,2,1,0.5,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
924,CMN,94536,835200,0,3,Centerville,False,924,1,1,1,1,0,0,11.0063,5.0049,0.454730472547541,2,2,1.0,4,2,0.5,5,3,0.6,2,2,1.0,2,0,0.0,1,1,1.0,2,1,0.5,3,2,0.6666666666666666,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,0,0,-1.0,1,1,1.0,DEM,DEM,False,True,True
925,OTH,94538,832900,0,3,Centerville,False,925,2,2,0,1,1,0,11.0006,0.0,0.0,0,0,-1.0,0,0,-1.0,4,0,0.0,0,0,-1.0,0,0,-1.0,4,0,0.0,2,0,0.0,2,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,2,0,0.0,2,0,0.0,REP DEM,TIE,True,True,False
926,PL/TER,94538,832910,0,3,Centerville,False,926,1,0,1,0,0,1,5.5003,5.5003,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,1,1,1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,1,1,1.0,NPP,NPP,False,False,True
927,DR,94538,832810,0,3,Centerville,False,927,2,2,0,0,0,0,19.5078,1.5016,0.07697433846974032,2,1,0.5,6,1,0.16666666666666666,10,1,0.1,2,1,0.5,4,0,0.0,4,0,0.0,5,0,0.0,5,1,0.2,1,0,0.0,1,1,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,AI AI,AI,False,True,True
928,DR,94536,835400,0,3,Downtown / BART,False,928,2,0,0,0,0,2,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,NPP NPP,NPP,False,False,True
